,ip,name,country_id,city,version,error,dnssec,reliability,checked_at,created_at,ASN
0,8.8.8.8,dns.google.,US,,,,True,1.0,2019-07-05T06:53:42Z,2009-12-04T10:01:47Z,15169
2,208.79.56.204,dns2.295.ca.,CA,Mississauga,Go Away,,False,1.0,2019-07-05T06:53:45Z,2009-05-15T12:50:00Z,36493
3,66.163.0.173,66-163-0-173.ip.tor.radiant.net.,CA,Gatineau,9.7.0-P2-RedHat-9.7.0-21.P2.el5_11.10,,False,0.83,2019-07-05T06:53:43Z,2009-05-15T12:50:22Z,21724
4,66.163.0.161,66-163-0-161.ip.tor.radiant.net.,CA,Gatineau,9.7.0-P2-RedHat-9.7.0-21.P2.el5_11.10,,False,0.97,2019-07-05T06:53:43Z,2009-05-15T12:50:29Z,21724
5,216.254.141.2,tor-dns-recursive.primus.ca.,CA,Edmundston,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:50:31Z,6407
6,137.82.1.1,hub.ubc.ca.,CA,Vancouver,none,,False,0.97,2019-07-05T06:53:43Z,2009-05-15T12:50:33Z,393249
7,194.25.0.68,resolv-f.dtag.de.,DE,,DNS,,True,1.0,2019-07-05T06:53:43Z,2009-05-15T12:50:51Z,3320
8,202.14.67.14,ns2.pacific.net.hk.,HK,,,,False,1.0,2019-07-05T06:53:44Z,2009-05-15T12:50:54Z,2706
9,202.136.162.11,dns01.ntts-idc.net.sg.,SG,,none,,False,1.0,2019-07-05T06:53:44Z,2009-05-15T12:52:29Z,17645
10,212.118.241.1,ns1.lon.pnap.net.,GB,,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:52:43Z,15570
11,158.43.128.72,cache0000.ns.eu.uu.net.,GB,,,,True,1.0,2019-07-05T06:53:43Z,2009-05-15T12:52:45Z,702
12,212.118.241.33,ns2.lon.pnap.net.,GB,,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:52:49Z,15570
13,158.43.240.4,cache0004.ns.eu.uu.net.,GB,,,,True,0.99,2019-07-05T06:53:43Z,2009-05-15T12:52:50Z,702
14,216.52.254.1,ns1.lax.pnap.net.,US,San Francisco,,,False,1.0,2019-07-05T06:53:44Z,2009-05-15T12:53:27Z,10912
15,69.54.70.15,slimer.isphone.net.,US,,9.8.2rc1-RedHat-9.8.2-0.37.rc1.el6_7.7,,True,1.0,2019-07-05T06:53:43Z,2009-05-15T12:53:29Z,20340
16,64.94.1.1,ns1.acs.pnap.net.,US,Atlanta,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:53:32Z,14745
17,63.251.161.1,ns1.sef.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:44Z,2009-05-15T12:53:33Z,14744
18,69.60.160.203,edelta2.dadns.america.net.,US,,9.10.2-P3,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:53:43Z,4452
19,208.78.24.238,dns1.nyc.dns-roots.net.,US,New York,DNSROOTS,,True,0.95,2019-07-05T06:53:44Z,2009-05-15T12:54:08Z,29838
20,216.52.254.33,ns2.lax.pnap.net.,US,San Francisco,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:54:22Z,10912
21,206.253.194.97,ns2.pnap.net.,US,New York,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:54:29Z,14744
22,64.94.33.33,ns2.chg.pnap.net.,US,Chicago,,,False,1.0,2019-07-05T06:53:43Z,2009-05-15T12:54:53Z,19024
23,64.94.33.1,ns1.chg.pnap.net.,US,Chicago,,,False,1.0,2019-07-05T06:53:45Z,2009-05-15T12:55:44Z,19024
24,4.2.2.1,a.resolvers.level3.net.,US,,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:43Z,2009-05-17T23:33:01Z,3356
25,4.2.2.2,b.resolvers.Level3.net.,US,,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:43Z,2009-05-17T23:33:01Z,3356
26,4.2.2.3,c.resolvers.level3.net.,US,,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:44Z,2009-05-17T23:33:01Z,3356
27,4.2.2.4,d.resolvers.level3.net.,US,,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:43Z,2009-05-17T23:33:01Z,3356
28,4.2.2.5,e.resolvers.level3.net.,US,,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:43Z,2009-05-17T23:33:02Z,3356
29,4.2.2.6,f.resolvers.level3.net.,US,,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:43Z,2009-05-17T23:33:02Z,3356
30,199.2.252.10,ns2.sprintlink.net.,US,,,,True,1.0,2019-07-05T06:53:46Z,2009-05-17T23:33:05Z,1239
31,204.97.212.10,ns3.sprintlink.net.,US,,,,True,1.0,2019-07-05T06:53:46Z,2009-05-17T23:33:05Z,1239
32,204.117.214.10,ns1.sprintlink.net.,US,,,,True,1.0,2019-07-05T06:53:46Z,2009-05-17T23:33:05Z,1239
33,141.1.1.1,cns1.cw.net.,DE,,Version: recursive-main/16245405,,False,1.0,2019-07-05T06:53:43Z,2009-05-25T10:50:35Z,1273
34,213.239.204.35,mail.lkrauss.de.,DE,Nuremberg,9.9.7-P2,,False,1.0,2019-07-05T06:53:43Z,2009-05-27T18:58:53Z,24940
35,62.134.11.4,dns-muc.de.ignite.net.,GB,,,,False,0.94,2019-07-05T06:53:43Z,2009-08-07T20:40:40Z,5400
36,195.182.110.132,dns-fra.de.ignite.net.,GB,,,,False,0.94,2019-07-05T06:53:43Z,2009-08-07T20:40:40Z,5400
37,194.25.0.52,resolv-l.dtag.de.,DE,,DNS,,True,1.0,2019-07-05T06:53:43Z,2009-08-07T20:40:41Z,3320
38,212.211.132.4,nssec02.spxs.net.,DE,Dornstadt,,,True,0.95,2019-07-05T06:53:49Z,2009-08-07T20:44:24Z,12399
39,213.68.194.51,,DE,,PepsiCola5,,False,1.0,2019-07-05T06:53:44Z,2009-08-07T20:44:36Z,702
40,195.243.214.4,,DE,Wallenhorst,CocaCola23,,False,1.0,2019-07-05T06:53:43Z,2009-08-07T20:45:35Z,3320
41,141.1.27.249,euro-cns1.cw.net.,DE,,Version: recursive-main/16245405,,False,1.0,2019-07-05T06:53:43Z,2009-08-07T20:45:36Z,1273
42,80.237.197.14,dns03.che.dt-internet.de.,DE,,hi,,False,1.0,2019-07-05T06:53:43Z,2009-08-07T20:45:36Z,61157
43,217.28.98.62,ns.leitwerk.net.,DE,Ottersweier,9.10.3-P4-Debian,,False,1.0,2019-07-05T06:53:43Z,2009-08-07T20:46:56Z,15894
44,82.96.64.2,bandit.probe-networks.de.,DE,,Make my day,,False,1.0,2019-07-05T06:53:45Z,2009-08-07T20:48:25Z,29686
45,82.96.65.2,trance.probe-networks.de.,DE,,Make my day,,True,0.96,2019-07-05T06:53:44Z,2009-08-07T20:48:27Z,29686
46,194.25.0.60,resolv-h.dtag.de.,DE,,DNS,,True,1.0,2019-07-05T06:53:43Z,2009-08-07T20:54:19Z,3320
47,193.101.111.10,cache0702.ns.eu.uu.net.,DE,,,,True,1.0,2019-07-05T06:53:43Z,2009-08-07T20:54:24Z,702
48,193.101.111.20,cache0703.ns.eu.uu.net.,DE,,,,True,1.0,2019-07-05T06:53:43Z,2009-08-07T20:54:24Z,702
49,192.76.144.66,cache0701.ns.eu.uu.net.,DE,,,,True,1.0,2019-07-05T06:53:43Z,2009-08-07T20:54:25Z,12234
50,195.186.1.111,dns2.bluewin.ch.,CH,,,,True,1.0,2019-07-05T06:53:43Z,2009-08-07T21:17:17Z,3303
51,209.191.129.1,ns1.nyc.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:44Z,2009-08-07T21:17:40Z,10910
52,216.185.192.1,ns1.bhi.com.,US,,,,False,0.99,2019-07-05T06:53:44Z,2009-08-07T21:17:44Z,13753
53,200.95.144.3,cva1.cableonline.com.mx.,MX,,9.8.1-P1,,False,1.0,2019-07-05T06:53:44Z,2009-08-07T21:17:45Z,28509
54,195.186.4.111,dns4.bluewin.ch.,CH,,,,True,1.0,2019-07-05T06:53:44Z,2009-08-07T21:17:50Z,3303
55,195.186.4.110,dns3.bluewin.ch.,CH,,,,True,1.0,2019-07-05T06:53:44Z,2009-08-07T21:17:52Z,3303
56,64.212.106.84,dns1.jfk.gblx.net.,US,New York,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:43Z,2009-08-07T21:18:14Z,3549
57,216.52.65.33,ns2.phi.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:44Z,2009-08-07T21:18:15Z,12178
58,63.251.62.1,ns1.sfo.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:45Z,2009-08-07T21:18:38Z,14743
59,203.89.226.24,rbs1.globalcenter.net.au.,AU,,,,False,1.0,2019-07-05T06:53:46Z,2009-08-07T22:47:51Z,9328
60,203.89.226.26,mdbs2.globalcenter.net.au.,AU,,,,False,1.0,2019-07-05T06:53:46Z,2009-08-07T22:48:08Z,9328
61,62.149.132.2,dns2.technorail.com.,IT,Arezzo,contact Aruba.it,,False,1.0,2019-07-05T06:53:44Z,2009-08-07T22:49:04Z,31034
62,202.14.67.4,ns1.pacific.net.hk.,HK,,,,False,1.0,2019-07-05T06:53:45Z,2009-08-07T22:49:06Z,2706
63,63.251.129.1,ns1.bsn.pnap.net.,US,Powder Springs,,,False,1.0,2019-07-05T06:53:44Z,2009-08-07T22:49:14Z,14742
64,216.52.129.1,ns1.chi.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:45Z,2009-08-07T22:49:28Z,11853
65,63.251.161.33,ns2.sef.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:45Z,2009-08-07T22:49:34Z,14744
66,216.147.131.33,ns1.globalsat.net.,US,,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.2,,False,0.88,2019-07-05T06:53:56Z,2009-08-07T22:50:36Z,11300
67,63.251.129.33,ns2.bsn.pnap.net.,US,Powder Springs,,,False,1.0,2019-07-05T06:53:44Z,2009-08-08T21:47:18Z,14742
68,216.52.94.1,ns1.nym.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:44Z,2009-08-08T21:48:27Z,13789
69,193.95.93.77,dns1.planettunisie.com.,TN,,[SECURED],,False,0.97,2019-07-05T06:53:44Z,2009-08-08T21:48:31Z,37492
70,129.250.35.251,y.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,False,1.0,2019-07-05T06:53:44Z,2009-08-08T21:49:16Z,2914
71,209.244.0.4,resolver2.level3.net.,US,,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:44Z,2009-08-08T21:49:18Z,3356
72,209.130.139.2,dns2.roc.gblx.net.,US,New York,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:44Z,2009-08-08T21:49:19Z,3549
73,209.244.0.3,resolver1.level3.net.,US,,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:44Z,2009-08-08T21:49:52Z,3356
74,209.191.129.65,ns2.nyc.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:45Z,2009-08-08T21:49:56Z,10910
75,207.69.188.189,rns2.mcihispeed.net.,US,,Version: main/17458,,False,1.0,2019-07-05T06:53:45Z,2009-08-08T21:49:56Z,7029
76,207.69.188.184,rns0.earthlink.net.,US,,Version: main/17458,,False,1.0,2019-07-05T06:53:46Z,2009-08-09T00:06:29Z,7029
77,216.52.129.33,ns2.chi.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:07:36Z,11853
78,207.69.188.188,rns1.mcihispeed.net.,US,,Version: main/17458,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:07:39Z,7029
79,62.149.128.2,dns.technorail.com.,IT,Arezzo,contact Aruba.it,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:08:22Z,31034
80,206.253.194.65,ns1.pnap.net.,US,New York,,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:08:42Z,14744
81,194.98.65.65,cache0300.ns.eu.uu.net.,FR,Noisiel,,,True,1.0,2019-07-05T06:53:44Z,2009-08-09T00:09:33Z,702
82,121.52.206.130,ns2.asiasoftsea.com.,SG,,9.5.2-RedHat-9.5.2-1.fc10,,False,1.0,2019-07-05T06:53:46Z,2009-08-09T00:09:50Z,55855
83,62.233.128.17,szafir.futuro.pl.,PL,Międzyrzecz,9.6.1-P1,,False,1.0,2019-07-05T06:53:44Z,2009-08-09T00:09:53Z,12741
84,129.250.35.250,x.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:09:53Z,2914
85,64.212.106.85,dns2.jfk.gblx.net.,US,New York,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:44Z,2009-08-09T00:10:02Z,3549
86,217.18.206.12,ns1.eonisp.net.,NO,Stavanger,PowerDNS Recursor 3.7.4 (jenkins@autotest.powerdns.com built 20170116110023 mockbuild@),,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:11:18Z,13243
87,216.52.65.1,ns1.phi.pnap.net.,US,Dover,,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T00:11:18Z,12178
88,63.251.62.33,ns2.sfo.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:46Z,2009-08-09T21:00:41Z,14743
89,216.185.192.2,ns2.bhi.com.,US,,,,False,0.99,2019-07-05T06:53:45Z,2009-08-09T21:00:43Z,13753
90,217.18.206.22,ns2.eonisp.net.,NO,Stavanger,PowerDNS Recursor 3.7.4 (jenkins@autotest.powerdns.com built 20170116110023 mockbuild@),,False,1.0,2019-07-05T06:53:45Z,2009-08-09T21:01:36Z,13243
91,209.143.0.10,primary.dns.bright.net.,US,Houston,9.11.2-P1,,False,0.98,2019-07-05T06:53:45Z,2009-08-09T21:02:54Z,7106
92,202.130.97.66,dns2.wharfttidc.com.,HK,,[SECURED],,True,1.0,2019-07-05T06:53:47Z,2009-08-09T21:03:37Z,9381
93,212.36.64.16,dns1.adam.es.,ES,Barcelona,9.10.2-P4,,False,0.88,2019-07-05T06:53:45Z,2009-08-09T21:04:07Z,15699
94,168.95.192.1,hntp1.hinet.net.,TW,,,,False,1.0,2019-07-05T06:53:47Z,2009-08-09T21:04:12Z,3462
95,193.22.119.195,srv-ad-01.voztelecom.net.,ES,,[Secured],,False,0.92,2019-07-05T06:53:45Z,2009-08-09T21:04:41Z,29680
96,62.20.57.226,ns.onoff.se.,SE,Backa,9.3.4-P1,,False,0.98,2019-07-05T06:53:45Z,2009-08-09T22:56:56Z,3301
97,80.244.198.5,host-198-5.wetternet.net.,SE,Habo,9.8.4-rpz2+rl005.12-P1,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T22:57:26Z,34946
98,194.1.154.37,gw.celab.se.,SE,Kungälv,Served by PowerDNS - http://www.powerdns.com,,False,1.0,2019-07-05T06:53:45Z,2009-08-09T22:57:38Z,12552
99,8.8.4.4,dns.google.,US,,,,True,1.0,2019-07-05T06:53:45Z,2009-12-04T10:01:47Z,15169
100,217.69.169.25,dns.sectoor.de.,DE,,,,True,0.99,2019-07-05T06:53:45Z,2009-12-28T19:08:18Z,12586
101,85.88.19.10,,DE,,PowerDNS Recursor 3.5.3 $Id$,,False,1.0,2019-07-05T06:53:45Z,2010-01-18T10:38:05Z,33984
102,85.88.19.11,dnscache01.rohwerder-isp.de.,DE,,PowerDNS Recursor 3.5.3 $Id$,,False,1.0,2019-07-05T06:53:45Z,2010-01-18T10:38:05Z,33984
103,195.186.1.110,dns1.bluewin.ch.,CH,,,,True,1.0,2019-07-05T06:53:45Z,2010-04-03T19:07:49Z,3303
104,213.33.99.70,res1.a1.net.,AT,Vienna,,,False,1.0,2019-07-05T06:53:45Z,2010-04-13T17:30:32Z,8447
105,80.120.17.70,res2.a1.net.,AT,,,,False,1.0,2019-07-05T06:53:45Z,2010-04-13T17:31:01Z,8447
106,82.216.111.122,res2.tech.numericable.fr.,FR,Neuilly-sur-Seine,,,False,1.0,2019-07-05T06:53:45Z,2010-07-29T16:29:20Z,21502
107,194.2.0.50,ns-cache1.oleane.net.,FR,,,,False,1.0,2019-07-05T06:53:46Z,2010-07-29T16:29:25Z,3215
108,203.112.2.4,ns01.miinet.jp.,JP,,,,False,1.0,2019-07-05T06:53:47Z,2010-07-30T09:55:45Z,17677
109,66.28.0.45,res1.dns.cogentco.com.,US,Arlington,blue,,False,1.0,2019-07-05T06:53:45Z,2010-07-31T13:53:26Z,174
110,66.28.0.61,res2.dns.cogentco.com.,US,Arlington,blue,,False,1.0,2019-07-05T06:53:46Z,2010-07-31T13:53:31Z,174
111,200.221.11.100,brahms.uol.com.br.,BR,,,,True,1.0,2019-07-05T06:53:47Z,2010-07-31T19:25:10Z,7162
112,74.82.42.42,ordns.he.net.,US,,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,True,1.0,2019-07-05T06:53:45Z,2010-08-05T03:13:35Z,6939
113,216.66.80.30,tserv1.fra1.he.net.,US,,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,True,1.0,2019-07-05T06:53:45Z,2010-09-03T22:12:02Z,6939
114,80.67.169.12,ns0.fdn.fr.,FR,,unbound 1.6.0,,True,1.0,2019-07-05T06:53:46Z,2010-12-14T14:46:47Z,20766
115,80.67.169.40,ns1.fdn.org.,FR,,unbound 1.6.0,,True,1.0,2019-07-05T06:53:46Z,2010-12-14T14:46:52Z,20766
116,195.214.240.136,ns-cache1.waycom.net.,FR,Bourron-Marlotte,9.10.3-P4-Debian,,False,0.99,2019-07-05T06:53:50Z,2010-12-14T17:08:53Z,30889
117,206.165.6.12,dns2.phx.gblx.net.,US,Phoenix,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:45Z,2010-12-23T23:45:38Z,3549
118,209.130.136.2,dns1.ROC.gblx.net.,US,New York,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:46Z,2010-12-23T23:45:44Z,3549
119,67.17.215.133,dns2.snv.gblx.net.,CA,Victoria,Version: recursive-main/20717463,,False,0.98,2019-07-05T06:53:46Z,2010-12-23T23:45:54Z,3549
120,67.17.215.132,dns1.snv.gblx.net.,CA,Victoria,Version: recursive-main/20717463,,False,1.0,2019-07-05T06:53:46Z,2010-12-23T23:46:04Z,3549
121,212.112.39.22,212-112-39-22.lidnet.net.,SE,Balsta,,,False,0.95,2019-07-05T06:53:49Z,2010-12-25T17:14:39Z,13189
122,212.112.39.25,212-112-39-25.lidnet.net.,SE,Balsta,,,False,0.96,2019-07-05T06:53:49Z,2010-12-25T17:14:44Z,13189
123,212.214.229.170,static-212.214.229.170.addr.tdcsong.se.,SE,Halmstad,1.2.7,,False,1.0,2019-07-05T06:53:46Z,2010-12-25T17:20:23Z,3246
124,195.149.138.3,,SE,,9.4.3-P1,,False,0.87,2019-07-05T06:53:46Z,2010-12-26T00:22:21Z,8928
125,195.84.194.3,,SE,,,,False,0.99,2019-07-05T06:53:46Z,2010-12-26T19:08:32Z,3246
126,212.97.32.2,dns1.kpnqwest.it.,IT,Lissone,PowerDNS Recursor 4.1.14 (built Jun 13 2019 11:18:55 by buildbot@4858c5643e68),,False,1.0,2019-07-05T06:53:46Z,2011-01-04T08:22:58Z,5602
127,194.98.65.165,cache0101.ns.eu.uu.net.,FR,Noisiel,,,True,1.0,2019-07-05T06:53:46Z,2011-01-11T01:49:12Z,702
128,195.129.12.114,cache0600.ns.eu.uu.net.,,,,,True,1.0,2019-07-05T06:53:47Z,2011-01-11T01:49:27Z,702
129,195.129.12.83,cache0206.ns.eu.uu.net.,,,,,True,1.0,2019-07-05T06:53:46Z,2011-01-11T01:49:38Z,702
130,203.2.193.67,cache350.ns.uu.net.,AU,,,,False,0.89,2019-07-05T06:53:50Z,2011-01-11T01:51:15Z,703
131,210.80.58.66,cache300.ns.uu.net.,SG,,,,True,1.0,2019-07-05T06:53:48Z,2011-01-11T01:51:37Z,703
132,210.80.58.67,cache301.ns.uu.net.,SG,,,,True,1.0,2019-07-05T06:53:48Z,2011-01-11T01:51:47Z,703
133,88.151.176.11,,KZ,,DNS Server,,False,0.9,2019-07-05T06:53:47Z,2011-01-12T01:08:45Z,41371
134,165.87.201.244,nscache07.us.prserv.net.,US,,,,False,1.0,2019-07-05T06:53:47Z,2011-01-19T01:15:20Z,7018
135,168.215.210.50,ns1.orng.twtelecom.net.,US,Huntington Beach,,,False,1.0,2019-07-05T06:53:47Z,2011-01-19T01:25:17Z,3549
136,212.94.34.34,ns4.zugernet.ch.,CH,,9.9.5-9+deb8u17-Debian,,True,1.0,2019-07-05T06:53:46Z,2011-01-19T01:37:58Z,28859
137,216.17.128.1,ns1.frii.com.,US,Fort Collins,undisclosed,,False,0.87,2019-07-05T06:53:49Z,2011-01-19T01:54:12Z,6582
138,204.95.160.2,,US,,,,False,0.99,2019-07-05T06:53:52Z,2011-01-21T01:23:47Z,3549
139,198.60.22.2,cns1.xmission.com.,US,,,,True,1.0,2019-07-05T06:53:47Z,2011-01-23T00:25:47Z,6315
140,202.180.160.1,ns7.imsbiz.com.,HK,,[Secured],,False,1.0,2019-07-05T06:53:48Z,2011-01-23T00:50:18Z,4515
142,207.179.3.25,ns1.virtela.net.,US,,1.0.0-release,,False,1.0,2019-07-05T06:53:47Z,2011-01-23T01:12:44Z,35953
143,209.97.224.3,ns2.revealsystems.net.,US,Longmont,9.10.4-P2,,False,1.0,2019-07-05T06:53:47Z,2011-01-24T02:12:22Z,30709
144,212.41.2.228,ns.zgr.kts.ru.,RU,,8.4.1-REL,,False,0.99,2019-07-05T06:53:48Z,2011-01-25T00:12:57Z,6662
145,212.73.128.182,ns1-2.neterra.net.,BG,,You must be joking :),,False,1.0,2019-07-05T06:53:47Z,2011-01-25T00:17:24Z,34224
146,216.52.126.1,ns1.wdc002.pnap.net.,US,Rockville,,,False,1.0,2019-07-05T06:53:47Z,2011-01-25T00:25:49Z,10913
147,216.52.190.33,ns2.dal.pnap.net.,US,Irving,,,False,1.0,2019-07-05T06:53:47Z,2011-01-25T00:25:55Z,12179
148,216.52.41.33,ns2.den.pnap.net.,US,Federal Heights,,,False,1.0,2019-07-05T06:53:48Z,2011-01-25T00:26:00Z,13790
149,216.52.97.33,ns2.ocy.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:48Z,2011-01-25T00:26:06Z,12181
150,217.115.16.2,ns.multiwire.net.,IT,,-,,False,1.0,2019-07-05T06:53:48Z,2011-01-25T00:30:22Z,44084
151,218.223.32.1,ns01.niigata-idc.ne.jp.,JP,Niigata,unknown,,False,1.0,2019-07-05T06:53:49Z,2011-01-27T00:52:48Z,18070
152,64.119.80.100,ns4.nuvisions.net.,US,Brooklyn,,,False,0.86,2019-07-05T06:53:48Z,2011-01-31T00:21:01Z,19689
153,64.94.1.33,ns2.acs.pnap.net.,US,Atlanta,,,False,1.0,2019-07-05T06:53:48Z,2011-01-31T00:22:35Z,14745
154,66.199.31.131,ns3.teklinks.com.,US,Moody,,,True,1.0,2019-07-05T06:54:03Z,2011-01-31T00:25:21Z,33606
155,69.25.1.1,ns1.mia003.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:48Z,2011-01-31T00:29:50Z,12180
156,69.25.1.33,ns2.mia003.pnap.net.,US,,,,False,1.0,2019-07-05T06:53:48Z,2011-01-31T00:29:50Z,12180
157,79.141.83.250,ns3.ntd.ch.,CH,,9.10.3-P4-Debian,,True,1.0,2019-07-05T06:53:48Z,2011-01-31T00:37:10Z,44166
158,2001:4860:4860::8888,dns.google.,US,,,,True,1.0,2019-07-05T06:53:47Z,2013-01-04T02:01:04Z,15169
159,2001:450:2005:1::4,dns1.lon.gblx.net.,US,,Version: recursive-main/18640994,,False,1.0,2019-07-05T06:53:49Z,2013-01-04T03:19:25Z,3549
160,2600::2,ns2.sprintlink.net.,US,,,,True,1.0,2019-07-05T06:53:51Z,2013-01-04T03:19:37Z,1239
161,2600::1,ns1.sprintlink.net.,US,,,,True,1.0,2019-07-05T06:53:51Z,2013-01-04T03:19:38Z,1239
162,2001:1bc0::ffff:bbbb:2,ns2.probe-networks.de.,DE,,Make my day,,False,1.0,2019-07-05T06:53:48Z,2013-01-04T03:20:03Z,29686
163,2001:1bc0::ffff:aaaa:2,trance.probe-networks.de.,DE,,Make my day,,True,0.96,2019-07-05T06:53:48Z,2013-01-04T03:20:04Z,29686
164,2001:418:3ff::1:53,y.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,False,1.0,2019-07-05T06:53:48Z,2013-01-04T03:23:07Z,2914
165,2001:450:2005:3::5,dns2.roc.gblx.net.,US,,Version: recursive-main/20717463,,False,0.99,2019-07-05T06:53:48Z,2013-01-04T03:23:08Z,3549
166,2001:418:3ff::53,x.ns.gin.ntt.net.,US,,9.8.2rc1-RedHat-9.8.2-0.62.rc1.el6_9.4,,False,1.0,2019-07-05T06:53:48Z,2013-01-04T03:23:26Z,2914
167,2001:4860:4860::8844,dns.google.,US,,,,True,1.0,2019-07-05T06:53:48Z,2013-01-04T03:24:28Z,15169
168,2001:470:20::2,ordns.he.net.,CH,Meierskappel,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,True,1.0,2019-07-05T06:53:48Z,2013-01-04T03:24:42Z,6939
169,2001:470:0:69::2,tserv1.fra1.he.net.,US,Tampa,PowerDNS Recursor 4.1.8 (built Nov 26 2018 13:25:18 by root@76fd702dbbb1),,True,1.0,2019-07-05T06:53:48Z,2013-01-04T03:24:44Z,6939
170,2001:910:800::12,ns0.fdn.org.,FR,,unbound 1.6.0,,True,1.0,2019-07-05T06:53:48Z,2013-01-04T03:24:46Z,20766
171,2001:910:800::40,vador.fdn.fr.,FR,,unbound 1.6.0,,True,1.0,2019-07-05T06:53:48Z,2013-01-04T03:24:46Z,20766
172,2001:450:2005:2::5,dns2.phx.gblx.net.,US,,Version: recursive-main/20717463,,False,0.99,2019-07-05T06:53:48Z,2013-01-04T03:24:47Z,3549
173,2001:450:2005:2::4,dns1.phx.gblx.net.,US,,Version: recursive-main/20717463,,False,0.99,2019-07-05T06:53:48Z,2013-01-04T03:24:51Z,3549
174,2a02:2178:1:2::2,rickhunter.ns.ielo.net.,FR,,9.5.1-P3,,False,1.0,2019-07-05T06:53:48Z,2013-01-04T03:25:39Z,29075
175,2001:4f8:0:2::14,or.isc.org.,US,,9.12.3-P1,,False,1.0,2019-07-05T06:53:49Z,2013-01-07T23:53:46Z,1280
176,12.127.16.67,rmtu.mt.rs.els-gms.att.net.,US,Atlanta,,,False,1.0,2019-07-05T06:53:49Z,2013-01-30T17:01:54Z,7018
177,12.127.17.71,dns-rs1.bgtmo.ip.att.net.,US,Atlanta,,,False,1.0,2019-07-05T06:53:49Z,2013-01-30T17:01:54Z,7018
178,61.8.0.113,ns4.pacific.net.au.,AU,,,,False,1.0,2019-07-05T06:53:51Z,2013-01-30T17:08:27Z,7543
179,62.40.32.33,dns1.o2.ie.,IE,,O2 Ireland DNS,,False,0.82,2019-07-05T06:53:49Z,2013-01-30T17:11:05Z,13280
180,66.151.145.1,ns1.sje.pnap.net.,US,San Jose,,,False,1.0,2019-07-05T06:53:49Z,2013-01-30T17:17:05Z,12182
181,66.182.208.5,cache1.1scom.net.,US,Fort Worth,9.3.6-P1-RedHat-9.3.6-25.P1.el5_11.12,,False,0.77,2019-07-05T06:53:49Z,2013-01-30T17:17:20Z,20135
182,66.218.44.5,ns5.dslextreme.com.,US,San Jose,9.8.2rc1-RedHat-9.8.2-0.68.rc1.el6,,False,0.98,2019-07-05T06:53:50Z,2013-01-30T17:17:50Z,19817
